Evolution 21,best solution: best solution => f-value=2.924e+11 / fevals=1600 / sigma=0.305882 / iter=80 / elaps=4322170ms / x= 1.57398  6.82586  7.63649  4.03479  2.00555 -1.90626  1.11139  3.07717  0.69474  2.29479 -2.75155 -3.31937
optimization took 4322.17 seconds,
Evolution 22,best solution: best solution => f-value=3.26134e+11 / fevals=1600 / sigma=0.296002 / iter=80 / elaps=4320822ms / x=  1.44331   5.81528   5.43122   2.43779   -2.0279 -0.908411  -3.37443  0.471246   5.86835   2.23802  -4.44833   2.08824
optimization took 4320.82 seconds,
Evolution 23,best solution: best solution => f-value=3.58405e+11 / fevals=1600 / sigma=0.248219 / iter=80 / elaps=4537186ms / x=  6.2043   1.2741  1.93885  8.35452  5.81274 -3.20768 0.672885 -1.41726  3.12889  4.65659  4.85802 -3.74228
optimization took 4537.19 seconds,
Evolution 24,best solution: best solution => f-value=3.93945e+11 / fevals=1600 / sigma=0.325056 / iter=80 / elaps=4537075ms / x=  1.53957   3.55212   6.98764    2.8423   0.30668 -0.743852 -0.231692   4.42418   2.48798   3.97569    -5.107 -0.829955
optimization took 4537.07 seconds,
Evolution 25,best solution: best solution => f-value=3.31745e+11 / fevals=1600 / sigma=0.468715 / iter=80 / elaps=4544384ms / x=  4.34316    1.0055   2.38533    4.8671    5.5562  -1.59489   6.80837 -0.608809   2.47944   4.27852  0.800351  -2.18803
optimization took 4544.38 seconds,
Evolution 26,best solution: best solution => f-value=2.39066e+11 / fevals=1600 / sigma=0.654613 / iter=80 / elaps=4532632ms / x=  14.533  1.30575  3.35077  7.06417 -1.44656 -1.83998  3.63507  1.21881  2.54067  1.40356 -3.27191 -1.49181
optimization took 4532.63 seconds,
Evolution 27,best solution: best solution => f-value=2.38833e+11 / fevals=1600 / sigma=0.218393 / iter=80 / elaps=4519800ms / x=   6.39921    1.53387    3.27998     5.6971   -1.06653  -0.310626    4.58632   0.140127    3.02105    1.60247 -0.0424818   -2.70668
optimization took 4519.8 seconds,
Evolution 28,best solution: best solution => f-value=2.66921e+11 / fevals=1600 / sigma=0.196941 / iter=80 / elaps=4578114ms / x=  5.45973   1.33751   2.80281   6.78259  -2.00165 -0.448911   5.65453 -0.661829   2.06936   2.86977   5.25405  -1.12383
optimization took 4578.11 seconds,
Evolution 29,best solution: best solution => f-value=5.00375e+11 / fevals=1600 / sigma=0.224598 / iter=80 / elaps=4538031ms / x=  1.66201   7.59532   5.94173   3.19106   3.33325     1.054 -0.703165   4.88737   3.59922  -2.48077   0.88263  -2.50262
optimization took 4538.03 seconds,
Evolution 30,best solution: best solution => f-value=2.52813e+11 / fevals=1600 / sigma=2.1113 / iter=80 / elaps=4418799ms / x= 1.25098  16.8782  10.0743  2.59443  3.58004 -16.0966  -1.1735  2.81624  7.14517  15.5674  1.58428  5.95882
optimization took 4418.8 seconds,
Original,best solution: best solution => f-value=7.50565e+11 / fevals=1600 / sigma=0.507954 / iter=80 / elaps=16600576ms / x=  11.7619   1.19117   2.52318   11.9229   6.28643   1.26785 -0.696947   2.73256   1.08471  -3.25945  -10.3829   1.37449
optimization took 16600.6 seconds,
